"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","gene_name","gene_symbol"
"83756",24.7849086505132,1.65991198432121,0.898177516606433,1.84808899536121,0.0645894694922432,0.999926738569017,"ENSG00000169962","taste 1 receptor member 3","TAS1R3"
"1855",278.588854888779,0.67406086524624,0.834360419530892,0.807877326713581,0.419161204785369,0.999926738569017,"ENSG00000107404","dishevelled segment polarity protein 1","DVL1"
"54587",20.1473504387929,0.293362737081258,0.930876149663641,0.315146904544993,0.752650116903685,0.999926738569017,"ENSG00000162576","matrix remodeling associated 8","MXRA8"
"54998",1345.06320276988,0.0102412276795556,0.955077512828371,0.0107229282880163,0.99144450502621,0.999926738569017,"ENSG00000175756","aurora kinase A interacting protein 1","AURKAIP1"
"81669",310.125774245091,0.238858389262107,0.74294359780479,0.321502722370679,0.747829449529868,0.999926738569017,"ENSG00000221978","cyclin L2","CCNL2"
"148413",109.571663107516,0.182235580320388,0.840449331171247,0.216831132540049,0.828339948833731,0.999926738569017,"ENSG00000224870","MRPL20 antisense RNA 1","MRPL20-AS1"
"55052",215.9564705486,0.278085607113191,0.862520403071538,0.322410468347062,0.747141754705909,0.999926738569017,"ENSG00000242485","mitochondrial ribosomal protein L20","MRPL20"
"219293",10.4722007883469,0.743749207954228,0.968879887063694,0.767638195285742,0.442702163854786,0.999926738569017,"ENSG00000215915","ATPase family AAA domain containing 3C","ATAD3C"
"83858",196.072212987381,0.623052594471428,0.828698809655461,0.751844442410226,0.452144612071307,0.999926738569017,"ENSG00000160072","ATPase family AAA domain containing 3B","ATAD3B"
"55210",202.491760687276,0.530449600035461,0.974722032311367,0.544206022282682,0.586299708106168,0.999926738569017,"ENSG00000197785","ATPase family AAA domain containing 3A","ATAD3A"
"339453",1.93305134321937,-1.25055474543698,1.74473081493467,-0.716760852007885,0.473521671058302,0.999926738569017,"ENSG00000205090","transmembrane protein 240","TMEM240"
"29101",813.643043891206,-0.177072266495194,0.763709264802861,-0.231858214448796,0.816648140202763,0.999926738569017,"ENSG00000160075","SSU72 homolog, RNA polymerase II CTD phosphatase","SSU72"
"643988",70.3669438151678,-0.218024184049752,1.08969389578475,-0.200078375122713,0.84141928556401,0.999926738569017,"ENSG00000228594","fibronectin type III domain containing 10","FNDC10"
"105378586",9.16051148782934,0.593033566654635,1.16851884228771,0.507508775377215,0.611797880694506,0.999926738569017,NA,"uncharacterized LOC105378586","LOC105378586"
"142678",595.714033523409,0.519083526467117,0.809827867574224,0.640980073977931,0.521535629145071,0.999926738569017,"ENSG00000197530","MIB E3 ubiquitin protein ligase 2","MIB2"
"8510",50.8326547051066,0.340476055052917,0.799089246372306,0.426080136353487,0.670049453759311,0.999926738569017,"ENSG00000189409","matrix metallopeptidase 23B","MMP23B"
"984",333.999278967774,0.524250975794878,0.846756296193262,0.61912852393509,0.535831693782181,0.999926738569017,"ENSG00000248333","cyclin dependent kinase 11B","CDK11B"
"728661",431.835517347983,-0.0855837352949178,0.751240375538638,-0.113923236931394,0.909298645078384,0.999926738569017,"ENSG00000189339","solute carrier family 35 member E2B","SLC35E2B"
"8511",22.7150484384594,0.449735233307679,0.871279237441519,0.516178067812462,0.605730046910513,0.999926738569017,"ENSG00000215914","matrix metallopeptidase 23A (pseudogene)","MMP23A"
"728642",200.295334549066,0.311713179756945,0.88048699383186,0.354023605051082,0.723321193099949,0.999926738569017,"ENSG00000008128","cyclin dependent kinase 11A","CDK11A"
"9906",110.942143231354,0.137108009157148,0.80558736324595,0.170196325578767,0.864855741326169,0.999926738569017,NA,"solute carrier family 35 member E2A (pseudogene)","SLC35E2A"
"112268218",217.85669668185,-1.20978869944143,0.865757638064055,-1.39737571607993,0.162300617707742,0.999926738569017,NA,"uncharacterized LOC112268218","LOC112268218"
"65220",4151.72069709248,-0.728450624850023,0.925234654733744,-0.787314462469686,0.431097805545574,0.999926738569017,"ENSG00000008130","NAD kinase","NADK"
"2782",2237.61220278278,-0.417932273437633,0.70141839653364,-0.595838768277285,0.551282941981626,0.999926738569017,"ENSG00000078369","G protein subunit beta 1","GNB1"
"105378949",3.8922188021993,1.09034299211321,1.24655420463052,0.874685583717875,0.381745006279473,0.999926738569017,"ENSG00000231050","GNB1 divergent transcript","GNB1-DT"
"163688",0.963342006829495,-1.51542332857027,2.29348110144743,-0.660752481288762,0.508771061261406,0.999926738569017,"ENSG00000169885","calmodulin like 6","CALML6"
"2563",3.64483695230944,0.304168987225051,3.78823658779841,0.0802930282139066,0.936004202992066,0.999926738569017,"ENSG00000187730","gamma-aminobutyric acid type A receptor subunit delta","GABRD"
"5590",77.3308836891173,0.0677060225869484,0.738833426827697,0.0916390895816061,0.926984793105784,0.999926738569017,"ENSG00000067606","protein kinase C zeta","PRKCZ"
"100506504",10.2439322372428,0.375094140401178,1.00878571425226,0.371827371365194,0.71002138308753,0.999926738569017,"ENSG00000182873","PRKCZ antisense RNA 1","PRKCZ-AS1"
"199990",397.103494254858,0.461786632249477,0.860546409840109,0.53662025309626,0.591529951352325,0.999926738569017,"ENSG00000162585","FA core complex associated protein 20","FAAP20"
"112268219",12.2619915721681,-0.186865496163491,0.898344943876127,-0.208010850884533,0.835220494883196,0.999926738569017,NA,"uncharacterized LOC112268219","LOC112268219"
"6497",658.615470852831,0.20520818880999,0.87536409074919,0.234426098784061,0.814654199169593,0.999926738569017,"ENSG00000157933","SKI proto-oncogene","SKI"
"79906",12.3696361937942,0.448236614417466,0.913578884542923,0.490638106901656,0.623682429219128,0.999926738569017,"ENSG00000116151","MORN repeat containing 1","MORN1"
"100129534",1.46618200436214,0.333768788891907,2.05575628146389,0.162358151061677,0.871023824144763,0.999926738569017,"ENSG00000292993","small nuclear ribonucleoprotein polypeptide N pseudogene","LOC100129534"
"11079",668.208479601589,-0.349494996180713,0.835124484988451,-0.418494490896822,0.675585613624846,0.999926738569017,"ENSG00000157916","retention in endoplasmic reticulum sorting receptor 1","RER1"
"5192",74.9685714009886,0.105512442874221,0.812812416572015,0.129811553961261,0.896715521527329,0.999926738569017,"ENSG00000157911","peroxisomal biogenesis factor 10","PEX10"
"9651",94.1707835827877,0.6547806515318,0.757709713914675,0.864157657619175,0.387501288956687,0.999926738569017,"ENSG00000149527","phospholipase C eta 2","PLCH2"
"55229",148.34614236196,-0.0936563368802789,0.794654193426032,-0.117857978545981,0.906180189380125,0.999926738569017,"ENSG00000157881","pantothenate kinase 4 (inactive)","PANK4"
"115110",299.878779197228,0.0702286485403933,0.879737507451633,0.0798290944122948,0.936373184166441,0.999926738569017,NA,"TNFRSF14 antisense RNA 1","TNFRSF14-AS1"
"8764",2518.27914029759,0.029595969959341,0.901426518345113,0.0328323710885218,0.973808263725817,0.999926738569017,"ENSG00000157873","TNF receptor superfamily member 14","TNFRSF14"
"100996583",3.12751335776179,-1.43834412961242,1.42892808537272,-1.00658958581337,0.314132041087839,0.999926738569017,"ENSG00000228037","uncharacterized LOC100996583","LOC100996583"
"127281",156.688136902923,0.415830707322385,0.968079278403838,0.429541997849601,0.667528837210357,0.999926738569017,"ENSG00000157870","peroxiredoxin like 2B","PRXL2B"
"79258",24.9309039641677,1.11239772229527,0.96324128535321,1.15484846757515,0.24815248532645,0.999926738569017,"ENSG00000142606","membrane metalloendopeptidase like 1","MMEL1"
"100287898",7.70442023010756,-0.880708976715239,1.04737066292851,-0.840876117584505,0.400417339011576,0.999926738569017,"ENSG00000215912","tetratricopeptide repeat domain 34","TTC34"
"1953",321.838754156582,0.0836163277569319,0.707001895383927,0.118268887683145,0.905854608384268,0.999926738569017,"ENSG00000162591","multiple EGF like domains 6","MEGF6"
"127262",733.748477765454,0.0125536345719792,0.771423653745341,0.0162733337395477,0.987016331317818,0.999926738569017,"ENSG00000158109","tumor protein p63 regulated 1 like","TPRG1L"
"49856",125.966103951659,0.163236282622878,0.814436685767645,0.200428450087584,0.84114551093537,0.999926738569017,"ENSG00000116213","WD repeat containing, antisense to TP73","WRAP73"
"7161",3.68947005857015,-1.46090978229295,1.43716171203158,-1.01652428537621,0.309379788848876,0.999926738569017,"ENSG00000078900","tumor protein p73","TP73"
"57212",107.23176108052,0.277982728940241,0.739820784766295,0.375743334959228,0.707107717966475,0.999926738569017,"ENSG00000293478","Gfo/Idh/MocA-like oxidoreductase domain containing 3, pseudogene","GFOD3P"
"388588",155.500674975128,1.60344336520705,0.988933961859808,1.62138568099288,0.104934949735451,0.999926738569017,"ENSG00000235169","small integral membrane protein 1 (Vel blood group)","SMIM1"
"57470",256.451344781222,-0.0441852487205339,0.759859700607068,-0.0581492197641662,0.953629768987962,0.999926738569017,"ENSG00000130764","leucine rich repeat containing 47","LRRC47"
"9731",67.9501015297679,-0.170609743392388,0.876841241780183,-0.194573128250688,0.845727141517644,0.999926738569017,"ENSG00000116198","centrosomal protein 104","CEP104"
"1677",41.6726100806239,-0.516463005910607,0.773227041773036,-0.667931898406371,0.504177064619331,0.999926738569017,"ENSG00000169598","DNA fragmentation factor subunit beta","DFFB"
"339448",72.2074768923566,0.175346613885454,0.904322161630065,0.193898392990157,0.846255442028457,0.999926738569017,"ENSG00000198912","chromosome 1 open reading frame 174","C1orf174"
"107985376",113.714814564038,0.516247027162733,1.02101231343343,0.505622724006835,0.613121526005166,0.999926738569017,NA,NA,NA
"55966",1.53655571848695,-2.45614577013894,1.92395749543067,-1.27661124321727,0.20173953050514,0.999926738569017,"ENSG00000196581","adherens junctions associated protein 1","AJAP1"
"261734",54.1301072474019,0.271555641731706,0.781802092749111,0.347345759560216,0.728331577049555,0.999926738569017,"ENSG00000131697","nephrocystin 4","NPHP4"
"8514",1576.42002453976,-0.0630196305219871,0.833175746047458,-0.0756378601044844,0.939707214717778,0.999926738569017,"ENSG00000069424","potassium voltage-gated channel subfamily A regulatory beta subunit 2","KCNAB2"
"6146",1807.73420190762,0.47407334147216,0.793117304828867,0.597734204745983,0.550017298550292,0.999926738569017,"ENSG00000116251","ribosomal protein L22","RPL22"
"107985733",6.81226663202248,0.332947740280763,1.10304336355815,0.301844652060418,0.762770490037927,0.999926738569017,NA,NA,NA
"388591",5.5207916395929,0.201607326177097,1.09874251702117,0.18348914605005,0.854414234397715,0.999926738569017,"ENSG00000158286","ring finger protein 207","RNF207"
"23463",88.5551455351645,-0.489027283659762,0.8392905878774,-0.582667422610484,0.560117207867079,0.999926738569017,"ENSG00000116237","isoprenylcysteine carboxyl methyltransferase","ICMT"
"387509",54.0559685296734,-0.548835334806493,0.993807195850234,-0.5522553439925,0.580773421189531,0.999926738569017,"ENSG00000158292","G protein-coupled receptor 153","GPR153"
"11332",99.2385582023625,0.1662530974349,0.884259876432264,0.188013842837338,0.850865799680653,0.999926738569017,"ENSG00000097021","acyl-CoA thioesterase 7","ACOT7"
"83715",476.811643983259,-0.204120590799492,0.999477256792143,-0.204227349259176,0.838175840107702,0.999926738569017,"ENSG00000187017","espin","ESPN"
"8718",150.282780425798,0.965536094277834,0.743018066624882,1.2994786232638,0.193779724930109,0.999926738569017,"ENSG00000215788","TNF receptor superfamily member 25","TNFRSF25"
"57449",24.285568019104,0.580689236483268,0.810891755722934,0.716111900737683,0.473922255957704,0.999926738569017,"ENSG00000171680","pleckstrin homology and RhoGEF domain containing G5","PLEKHG5"
"79707",57.2927451978421,-0.250029557524714,0.882428871935649,-0.283342448866459,0.776914340430915,0.999926738569017,"ENSG00000162408","nucleolar protein 9","NOL9"
"80835",1.66407238535926,2.00183212081366,2.02109142302677,0.990470840658823,0.321944034831499,0.999926738569017,"ENSG00000173662","taste 1 receptor member 1","TAS1R1"
"3104",191.580796081491,0.408618541689573,0.738262204870341,0.553487011787821,0.579929971888356,0.999926738569017,"ENSG00000204859","zinc finger and BTB domain containing 48","ZBTB48"
"9903",664.726739194592,0.475663459267432,0.775730241551588,0.613181533719798,0.539756313537148,0.999926738569017,"ENSG00000162413","kelch like family member 21","KLHL21"
"107984913",1.74745571321589,-0.504804135672806,1.7445995085025,-0.289352446342319,0.772311681504708,0.999926738569017,NA,"uncharacterized LOC107984913","LOC107984913"
"148479",216.813609696046,0.0461327236953266,0.694942578903747,0.0663835043293789,0.947072502870033,0.999926738569017,"ENSG00000116273","PHD finger protein 13","PHF13"
"90326",83.2299073931467,0.635501315919767,0.787675231141078,0.806806270903222,0.419778105700879,0.999926738569017,"ENSG00000041988","THAP domain containing 3","THAP3"
"55735",53.2747628357601,-0.375646934796939,0.836194134018761,-0.449234118626944,0.653262777466968,0.999926738569017,"ENSG00000007923","DnaJ heat shock protein family (Hsp40) member C11","DNAJC11"
"110841581",2.24377174021695,-0.948944671345617,1.65870459583274,-0.572099862585362,0.567254322229478,0.999926738569017,NA,"CAMTA1 divergent transcript","CAMTA1-DT"
"23261",137.227874319985,0.264655488706506,0.802850916366805,0.329644624314772,0.741668500207601,0.999926738569017,"ENSG00000171735","calmodulin binding transcription activator 1","CAMTA1"
"9341",324.427278826109,-0.29177337153505,0.817144062686854,-0.357064788032197,0.721043304295346,0.999926738569017,"ENSG00000049245","vesicle associated membrane protein 3","VAMP3"
"8863",23.9744920952819,-0.249146967711578,0.997507791615484,-0.249769445217144,0.802765650138471,0.999926738569017,"ENSG00000049246","period circadian regulator 3","PER3"
"10911",58.5094209211623,-0.743242946000114,1.05862825553422,-0.702081152769768,0.482628555350456,0.999926738569017,"ENSG00000049247","urotensin 2","UTS2"
"3604",21.6977688872744,0.0867808326720645,0.952845222827692,0.0910754764709121,0.92743261858438,0.999926738569017,"ENSG00000049249","TNF receptor superfamily member 9","TNFRSF9"
"11315",595.157577439447,-0.0173907333333999,0.755077349487128,-0.0230317242931632,0.981624967329808,0.999926738569017,"ENSG00000116288","Parkinsonism associated deglycase","PARK7"
"54206",3.37145198587412,-2.1203915630411,1.70421389339552,-1.24420506795446,0.213424099021127,0.999926738569017,"ENSG00000116285","ERBB receptor feedback inhibitor 1","ERRFI1"
"50651",5.79668042833344,0.171121937067185,1.26806405494615,0.134947391971025,0.892653468852082,0.999926738569017,"ENSG00000162426","solute carrier family 45 member 1","SLC45A1"
"473",928.48769564781,-0.47218211855562,0.735148101562209,-0.64229522942686,0.520681511179996,0.999926738569017,"ENSG00000142599","arginine-glutamic acid dipeptide repeats","RERE"
"102724552",7.73087005028638,-0.81317858510484,1.1254706220958,-0.722523155327302,0.469972894366495,0.999926738569017,NA,"RERE antisense RNA 1","RERE-AS1"
"2023",5957.47881574188,-0.205969743726436,0.85623741321296,-0.240552141903671,0.809902246233939,0.999926738569017,"ENSG00000074800","enolase 1","ENO1"
"100505975",1.65588152651048,2.79298405094891,1.89933800182439,1.47050395888785,0.141425314262584,0.999926738569017,"ENSG00000230679","ENO1 antisense RNA 1","ENO1-AS1"
"112268261",5.26703718130233,0.16064918266683,1.13731645214444,0.141252843361161,0.887670201551554,0.999926738569017,NA,"uncharacterized LOC112268261","LOC112268261"
"765",14.5489766901461,0.646673412893415,0.992734042145479,0.651406505105674,0.514784112538248,0.999926738569017,"ENSG00000131686","carbonic anhydrase 6","CA6"
"6518",12.6119860367148,0.58886288438183,0.921013344751765,0.639364117509657,0.522586086293466,0.999926738569017,"ENSG00000142583","solute carrier family 2 member 5","SLC2A5"
"80045",26.3898499263119,0.174344001132451,0.837951259230625,0.208059835476024,0.835182247502302,0.999926738569017,"ENSG00000180758","G protein-coupled receptor 157","GPR157"
"9563",414.135770843093,-0.206785672095108,0.781132361565507,-0.264725521908577,0.79122091506798,0.999926738569017,"ENSG00000049239","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase","H6PD"
"80176",12.965729373779,-1.9971679883886,1.08101189065701,-1.84749863128219,0.0646749063095419,0.999926738569017,"ENSG00000171621","splA/ryanodine receptor domain and SOCS box containing 1","SPSB1"
"84275",46.5762400990027,0.202478293231145,0.862147557312882,0.234853409388787,0.814322512123073,0.999926738569017,"ENSG00000171612","solute carrier family 25 member 33","SLC25A33"
"199953",58.020775064399,0.35388152870067,0.810361647933533,0.436695800699709,0.662331975079828,0.999926738569017,"ENSG00000188807","transmembrane protein 201","TMEM201"
"107985734",4.28142761889557,0.0531550478617962,1.19470319693576,0.0444922621770253,0.964512019759121,0.999926738569017,NA,NA,NA
"105376712",1.79610725256502,1.53264302864143,1.79513384280092,0.85377646618821,0.39322885643031,0.999926738569017,NA,"uncharacterized LOC105376712","LOC105376712"
"5293",3113.60741309863,-0.170633111781917,0.719147037509554,-0.237271521513638,0.812446153876168,0.999926738569017,"ENSG00000171608","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","PIK3CD"
"644997",20.5499385536744,-1.86952559566694,1.00482747392929,-1.86054386864675,0.0628086179076642,0.999926738569017,"ENSG00000179840","PIK3CD antisense RNA 1","PIK3CD-AS1"
"101929074",1.27467785417091,0.991883440861401,1.92495888966855,0.515275129346886,0.606360775767697,0.999926738569017,"ENSG00000231789","PIK3CD antisense RNA 2","PIK3CD-AS2"
"22883",839.720466476927,0.0787103798150803,0.760281371382258,0.103527960539107,0.917543959416879,0.999926738569017,"ENSG00000171603","calsyntenin 1","CLSTN1"
"56998",251.094167111777,0.191009565349469,0.842266476030466,0.226780443939407,0.820594471024444,0.999926738569017,"ENSG00000178585","catenin beta interacting protein 1","CTNNBIP1"
"105376717",25.381350290582,-0.211236947421957,0.996572023261388,-0.21196355355297,0.832135468290504,0.999926738569017,NA,"uncharacterized LOC105376717","LOC105376717"
"84328",57.9090423875928,-0.353864436769656,0.887719362335947,-0.398621965210375,0.690171774375058,0.999926738569017,"ENSG00000162441","leucine zipper and CTNNBIP1 domain containing","LZIC"
"64802",16.6322039474888,-0.952981956278649,0.902097006199842,-1.05640740378151,0.290782124885582,0.999926738569017,"ENSG00000173614","nicotinamide nucleotide adenylyltransferase 1","NMNAT1"
"116362",155.015319902234,-0.0643520199945473,0.737923135404929,-0.0872069418981351,0.930507021544583,0.999926738569017,"ENSG00000162444","retinol binding protein 7","RBP7"
"10277",219.26450769645,-0.137357051278848,0.753401013784658,-0.182315989447432,0.855334751208428,0.999926738569017,"ENSG00000130939","ubiquitination factor E4B","UBE4B"
"23095",210.843165176576,0.0977720499862323,0.9215129660646,0.106099483769367,0.915503420727115,0.999926738569017,"ENSG00000054523","kinesin family member 1B","KIF1B"
"105376725",1.05136112981997,-0.655805380035974,2.23461065378154,-0.29347635075765,0.76915807345074,0.999926738569017,NA,NA,NA
"5226",2843.21562412228,-0.642233266481316,0.754982247798398,-0.850660089497642,0.394958199399695,0.999926738569017,"ENSG00000142657","phosphogluconate dehydrogenase","PGD"
"100526739",6.62977067803562,0.647699114416309,1.10919070339762,0.583938462910217,0.559261714432255,0.999926738569017,"ENSG00000251503","CENPS-CORT readthrough","CENPS-CORT"
"378708",3.26505858346933,-0.704499043013946,1.31166352818194,-0.537103478047019,0.591196138474192,0.999926738569017,"ENSG00000175279","centromere protein S","CENPS"
"1325",5.36113508535548,1.34783389205799,1.27981476364733,1.05314763537874,0.292273333646549,0.999926738569017,"ENSG00000241563","cortistatin","CORT"
"1676",84.2856865262779,-0.0141273709676365,0.737475744915863,-0.0191563872643002,0.98471634913313,0.999926738569017,"ENSG00000160049","DNA fragmentation factor subunit alpha","DFFA"
"5195",114.772951873685,0.232810975697346,0.816738346397531,0.285049644998583,0.775606107688128,0.999926738569017,"ENSG00000142655","peroxisomal biogenesis factor 14","PEX14"
"54897",106.799631235351,0.0243924436327024,0.744674723573187,0.0327558366902258,0.973869296512793,0.999926738569017,"ENSG00000130940","castor zinc finger 1","CASZ1"
"148345",4.75301853155515,2.89376145032487,1.61582262246451,1.79089054088821,0.0733108619145478,0.999926738569017,"ENSG00000175262","chromosome 1 open reading frame 127","C1orf127"
"23435",202.463874805307,-0.00427194933767638,0.864302666418598,-0.0049426543543803,0.996056348458386,0.999926738569017,"ENSG00000120948","TAR DNA binding protein","TARDBP"
"10747",17.240131046385,-0.372879098980131,1.16576316951539,-0.319858362942738,0.749075702522912,0.999926738569017,"ENSG00000009724","MBL associated serine protease 2","MASP2"
"6723",414.126419213831,-0.0039192530709916,0.92717529257365,-0.00422708963707667,0.99662728048557,0.999926738569017,"ENSG00000116649","spermidine synthase","SRM"
"5394",74.3278459734609,-0.422919644035575,0.864874372801403,-0.488995462619272,0.624844909192657,0.999926738569017,"ENSG00000171824","exosome component 10","EXOSC10"
"105376736",3.0523524629197,-0.118405480205541,1.44110771077452,-0.082162824694002,0.934517235054537,0.999926738569017,"ENSG00000230337","EXOSC10 antisense RNA 1","EXOSC10-AS1"
"2475",148.062710297999,-0.222542236353406,0.812838291796069,-0.273784144521132,0.784250509069483,0.999926738569017,"ENSG00000198793","mechanistic target of rapamycin kinase","MTOR"
